time,marker_marker_hip_r_x,marker_marker_hip_r_y,marker_marker_hip_r_z,marker_marker_hip_l_x,marker_marker_hip_l_y,marker_marker_hip_l_z,marker_marker_shoulder_r_x,marker_marker_shoulder_r_y,marker_marker_shoulder_r_z,marker_marker_shoulder_l_x,marker_marker_shoulder_l_y,marker_marker_shoulder_l_z,marker_marker_knee_r_x,marker_marker_knee_r_y,marker_marker_knee_r_z,marker_marker_ankle_r_x,marker_marker_ankle_r_y,marker_marker_ankle_r_z,marker_marker_heel_r_x,marker_marker_heel_r_y,marker_marker_heel_r_z,marker_marker_toe_r_x,marker_marker_toe_r_y,marker_marker_toe_r_z,marker_marker_knee_l_x,marker_marker_knee_l_y,marker_marker_knee_l_z,marker_marker_ankle_l_x,marker_marker_ankle_l_y,marker_marker_ankle_l_z,marker_marker_heel_l_x,marker_marker_heel_l_y,marker_marker_heel_l_z,marker_marker_toe_l_x,marker_marker_toe_l_y,marker_marker_toe_l_z
0.55,0.6807907,0.94750917,0.031666666,0.6807907,0.94750917,-0.031666666,0.7186295,1.559381,0.05277778,0.7186295,1.559381,-0.05277778,0.61353564,0.5379902,0.02111111,0.3497035,0.14493504,0.02111111,0.24244717,0.14080852,0.015833333,0.45241815,0.01711981,0.015833333,0.8079665,0.5609423,-0.02111111,0.84778035,0.09241858,-0.02111111,0.7651128,0.023917127,-0.015833333,1.0076016,0.04812325,-0.015833333
0.56,0.6928583,0.9479589,0.031666666,0.6928583,0.9479589,-0.031666666,0.7293986,1.5599096,0.05277778,0.7293986,1.5599096,-0.05277778,0.63487977,0.537512,0.02111111,0.3597893,0.15167207,0.02111111,0.25245225,0.15401743,0.015833333,0.45224908,0.0144898,0.015833333,0.81929374,0.5611106,-0.02111111,0.84723055,0.091331005,-0.02111111,0.7636809,0.023907393,-0.015833333,1.0062841,0.04693733,-0.015833333
0.5700000000000001,0.70492494,0.9485959,0.031666666,0.70492494,0.9485959,-0.031666666,0.74018353,1.5606217,0.05277778,0.74018353,1.5606217,-0.05277778,0.65735185,0.5373509,0.02111111,0.37214887,0.15842766,0.02111111,0.26524454,0.16786598,0.015833333,0.45200127,0.011313587,0.015833333,0.8293486,0.5610246,-0.02111111,0.8466717,0.09044397,-0.02111111,0.7623162,0.02404549,-0.015833333,1.0050395,0.04577457,-0.015833333
0.58,0.7169856,0.9493768,0.031666666,0.7169856,0.9493768,-0.031666666,0.7510758,1.5614688,0.05277778,0.7510758,1.5614688,-0.05277778,0.6804284,0.5375644,0.02111111,0.38700956,0.16458338,0.02111111,0.28122458,0.18158595,0.015833333,0.45162487,0.007372126,0.015833333,0.83834064,0.56073505,-0.02111111,0.8461632,0.08969593,-0.02111111,0.7610821,0.02425282,-0.015833333,1.0039194,0.04466873,-0.015833333
0.59,0.7290338,0.9502298,0.031666666,0.7290338,0.9502298,-0.031666666,0.762193,1.5623729,0.05277778,0.762193,1.5623729,-0.05277778,0.70374703,0.53813255,0.02111111,0.4041791,0.16979831,0.02111111,0.30031803,0.1944994,0.015833333,0.45125505,0.0031757504,0.015833333,0.8466163,0.56031334,-0.02111111,0.845821,0.08906448,-0.02111111,0.7600773,0.024520203,-0.015833333,1.0030217,0.04361885,-0.015833333
0.6,0.7410713,0.9509565,0.031666666,0.7410713,0.9509565,-0.031666666,0.7735084,1.5631385,0.05277778,0.7735084,1.5631385,-0.05277778,0.72765,0.53888,0.02111111,0.42131668,0.1759358,0.02111111,0.31948665,0.20669988,0.015833333,0.45415705,0.0035974234,0.015833333,0.85458267,0.5597105,-0.02111111,0.84563935,0.08842859,-0.02111111,0.7593213,0.02469096,-0.015833333,1.0023439,0.042767234,-0.015833333
0.61,0.753105,0.9515992,0.031666666,0.753105,0.9515992,-0.031666666,0.78488946,1.5638154,0.05277778,0.78488946,1.5638154,-0.05277778,0.75193536,0.5398822,0.02111111,0.43806547,0.18329611,0.02111111,0.33791012,0.21843873,0.015833333,0.46106726,0.00815548,0.015833333,0.86216635,0.55895066,-0.02111111,0.84554046,0.08778933,-0.02111111,0.7587288,0.024770427,-0.015833333,1.0018064,0.042092122,-0.015833333
0.62,0.765137,0.9522105,0.031666666,0.765137,0.9522105,-0.031666666,0.7963028,1.5644584,0.05277778,0.7963028,1.5644584,-0.05277778,0.7764492,0.54121196,0.02111111,0.4546328,0.19174358,0.02111111,0.3556354,0.2298788,0.015833333,0.47184598,0.015678331,0.015833333,0.8692517,0.55806404,-0.02111111,0.84548575,0.08715561,-0.02111111,0.75826347,0.024758644,-0.015833333,1.001375,0.04159739,-0.015833333
0.63,0.77715594,0.9528421,0.031666666,0.77715594,0.9528421,-0.031666666,0.80795467,1.5651085,0.05277778,0.80795467,1.5651085,-0.05277778,0.8012862,0.5429596,0.02111111,0.4720523,0.20054829,0.02111111,0.3738412,0.24079122,0.015833333,0.4859685,0.024425343,0.015833333,0.87590253,0.55714583,-0.02111111,0.8456351,0.08659172,-0.02111111,0.75805867,0.024748363,-0.015833333,1.001196,0.04120806,-0.015833333
0.64,0.7891646,0.95353234,0.031666666,0.7891646,0.95353234,-0.031666666,0.8197966,1.5658071,0.05277778,0.8197966,1.5658071,-0.05277778,0.82626873,0.5451691,0.02111111,0.4905388,0.20931399,0.02111111,0.392878,0.25110185,0.015833333,0.50258726,0.033499926,0.015833333,0.88207453,0.55623776,-0.02111111,0.84595555,0.08611384,-0.02111111,0.7580732,0.024761874,-0.015833333,1.0012317,0.040907882,-0.015833333
0.65,0.80116534,0.9543111,0.031666666,0.80116534,0.9543111,-0.031666666,0.83178276,1.5665866,0.05277778,0.83178276,1.5665866,-0.05277778,0.85114247,0.54784465,0.02111111,0.5101687,0.21759373,0.02111111,0.41284272,0.260418,0.015833333,0.52147883,0.042278305,0.015833333,0.88773817,0.5553807,-0.02111111,0.8464164,0.08574015,-0.02111111,0.75826573,0.024827726,-0.015833333,1.001444,0.040672608,-0.015833333
0.66,0.813159,0.9551965,0.031666666,0.813159,0.9551965,-0.031666666,0.8438996,1.5674659,0.05277778,0.8438996,1.5674659,-0.05277778,0.8756876,0.5509568,0.02111111,0.53102005,0.22489586,0.02111111,0.4337835,0.26819637,0.015833333,0.542732,0.050212532,0.015833333,0.8929136,0.5546199,-0.02111111,0.84701854,0.08549523,-0.02111111,0.7586199,0.024990045,-0.015833333,1.0018222,0.0404604,-0.015833333
0.67,0.82514733,0.95620066,0.031666666,0.82514733,0.95620066,-0.031666666,0.856114,1.5684587,0.05277778,0.856114,1.5684587,-0.05277778,0.89959574,0.55442464,0.02111111,0.553086,0.23065868,0.02111111,0.45558155,0.27366176,0.015833333,0.5668305,0.056842968,0.015833333,0.8976241,0.55399454,-0.02111111,0.8477525,0.08540282,-0.02111111,0.75910795,0.025294911,-0.015833333,1.002344,0.040225606,-0.015833333
0.68,0.8371326,0.95732975,0.031666666,0.8371326,0.95732975,-0.031666666,0.86838424,1.5695733,0.05277778,0.86838424,1.5695733,-0.05277778,0.9225105,0.55811596,0.02111111,0.57636285,0.23424202,0.02111111,0.4781369,0.275935,0.015833333,0.5942733,0.06169437,0.015833333,0.90194637,0.55354744,-0.02111111,0.84862536,0.085495025,-0.02111111,0.7597093,0.025811143,-0.015833333,1.0029958,0.03989537,-0.015833333
0.6900000000000001,0.8491151,0.9585663,0.031666666,0.8491151,0.9585663,-0.031666666,0.88070565,1.5707924,0.05277778,0.88070565,1.5707924,-0.05277778,0.9443167,0.5619074,0.02111111,0.60094094,0.23527345,0.02111111,0.50160664,0.27464274,0.015833333,0.62493706,0.06446111,0.015833333,0.9060924,0.55331874,-0.02111111,0.84969956,0.085807145,-0.02111111,0.7604529,0.026622254,-0.015833333,1.0038118,0.039394513,-0.015833333
0.7000000000000001,0.861096,0.959882,0.031666666,0.861096,0.959882,-0.031666666,0.8930533,1.5720892,0.05277778,0.8930533,1.5720892,-0.05277778,0.964937,0.5656704,0.02111111,0.6269102,0.23355359,0.02111111,0.52620566,0.26965553,0.015833333,0.6584992,0.06499688,0.015833333,0.91025174,0.55331814,-0.02111111,0.850944,0.08635542,-0.02111111,0.7613196,0.027736068,-0.015833333,1.0047598,0.038854055,-0.015833333
0.71,0.8730755,0.9612192,0.031666666,0.8730755,0.9612192,-0.031666666,0.9054311,1.5734054,0.05277778,0.9054311,1.5734054,-0.05277778,0.9845685,0.56933475,0.02111111,0.65421903,0.22952059,0.02111111,0.5520159,0.2615104,0.015833333,0.69461125,0.06389135,0.015833333,0.9145166,0.55349886,-0.02111111,0.8522691,0.087105125,-0.02111111,0.7622697,0.029055737,-0.015833333,1.0057796,0.038523808,-0.015833333
0.72,0.8850535,0.96253526,0.031666666,0.8850535,0.96253526,-0.031666666,0.9178331,1.5746989,0.05277778,0.9178331,1.5746989,-0.05277778,1.0032501,0.5728147,0.02111111,0.682824,0.22347775,0.02111111,0.57909477,0.2504966,0.015833333,0.7331835,0.061702028,0.015833333,0.91885436,0.5538074,-0.02111111,0.853633,0.088005215,-0.02111111,0.7632755,0.030510616,-0.015833333,1.006841,0.038422763,-0.015833333
0.73,0.8970279,0.9637819,0.031666666,0.8970279,0.9637819,-0.031666666,0.9303017,1.5759189,0.05277778,0.9303017,1.5759189,-0.05277778,1.0211843,0.5760857,0.02111111,0.7128327,0.21583739,0.02111111,0.6077474,0.23733534,0.015833333,0.7734547,0.05865185,0.015833333,0.9232915,0.5541949,-0.02111111,0.8550851,0.08900362,-0.02111111,0.76437396,0.03206508,-0.015833333,1.0079846,0.038433846,-0.015833333
0.74,0.9089966,0.96491367,0.031666666,0.9089966,0.96491367,-0.031666666,0.9428751,1.5770175,0.05277778,0.9428751,1.5770175,-0.05277778,1.0385257,0.5791254,0.02111111,0.74425936,0.2070466,0.02111111,0.63809144,0.22265413,0.015833333,0.8150255,0.055080056,0.015833333,0.9278537,0.55461365,-0.02111111,0.8566594,0.090051025,-0.02111111,0.7655928,0.03367888,-0.015833333,1.0092396,0.038474396,-0.015833333
0.75,0.9209595,0.9658975,0.031666666,0.9209595,0.9658975,-0.031666666,0.9555522,1.5779613,0.05277778,0.9555522,1.5779613,-0.05277778,1.0552757,0.58187675,0.02111111,0.7770146,0.19744247,0.02111111,0.67007786,0.206739,0.015833333,0.85795623,0.051534474,0.015833333,0.93249345,0.55502003,-0.02111111,0.8583425,0.09110126,-0.02111111,0.7669209,0.03530179,-0.015833333,1.0105939,0.038499527,-0.015833333
0.76,0.93291354,0.9667001,0.031666666,0.93291354,0.9667001,-0.031666666,0.9683914,1.5787132,0.05277778,0.9683914,1.5787132,-0.05277778,1.0715659,0.5843371,0.02111111,0.8111166,0.18740115,0.02111111,0.703796,0.19017494,0.015833333,0.90182835,0.04815407,0.015833333,0.93730164,0.5553836,-0.02111111,0.8601697,0.092126936,-0.02111111,0.7683913,0.036911145,-0.015833333,1.0120802,0.0384871,-0.015833333
0.77,0.944857,0.96730393,0.031666666,0.944857,0.96730393,-0.031666666,0.9814229,1.5792531,0.05277778,0.9814229,1.5792531,-0.05277778,1.0874208,0.58648396,0.02111111,0.8466111,0.17715538,0.02111111,0.7393141,0.17342289,0.015833333,0.94626975,0.04475239,0.015833333,0.94231564,0.5556809,-0.02111111,0.86215043,0.093106866,-0.02111111,0.77001435,0.038485873,-0.015833333,1.0137082,0.03842656,-0.015833333
0.78,0.9567894,0.9676917,0.031666666,0.9567894,0.9676917,-0.031666666,0.99465346,1.579562,0.05277778,0.99465346,1.579562,-0.05277778,1.1028687,0.58829814,0.02111111,0.8833317,0.1670526,0.02111111,0.7764555,0.15684357,0.015833333,0.99122715,0.04169204,0.015833333,0.9475178,0.55588436,-0.02111111,0.8642682,0.09401497,-0.02111111,0.77177846,0.03999211,-0.015833333,1.0154667,0.03831706,-0.015833333
0.79,0.96871,0.96785605,0.031666666,0.96871,0.96785605,-0.031666666,1.0080965,1.5796301,0.05277778,1.0080965,1.5796301,-0.05277778,1.1178317,0.58972883,0.02111111,0.9210901,0.15730986,0.02111111,0.81505716,0.14047375,0.015833333,1.0369086,0.039634034,0.015833333,0.9529337,0.5559783,-0.02111111,0.86651367,0.09484032,-0.02111111,0.77367544,0.04141842,-0.015833333,1.0173476,0.038162094,-0.015833333
0.8,0.98061824,0.9677951,0.031666666,0.98061824,0.9677951,-0.031666666,1.0217611,1.5794536,0.05277778,1.0217611,1.5794536,-0.05277778,1.1322333,0.5907301,0.02111111,0.95971155,0.14811441,0.02111111,0.8550146,0.12436465,0.015833333,1.0833455,0.039207444,0.015833333,0.9585914,0.55595136,-0.02111111,0.8688763,0.095577925,-0.02111111,0.7756949,0.042760648,-0.015833333,1.0193417,0.037967935,-0.015833333
0.81,0.99251324,0.9675275,0.031666666,0.99251324,0.9675275,-0.031666666,1.0356616,1.5790478,0.05277778,1.0356616,1.5790478,-0.05277778,1.1459488,0.5912565,0.02111111,0.99935627,0.1395109,0.02111111,0.89643985,0.10896725,0.015833333,1.1300088,0.03945277,0.015833333,0.964525,0.555812,-0.02111111,0.8713622,0.09624168,-0.02111111,0.77783865,0.0440399,-0.015833333,1.021451,0.037735082,-0.015833333
0.8200000000000001,1.0043967,0.9670677,0.031666666,1.0043967,0.9670677,-0.031666666,1.0497669,1.5784272,0.05277778,1.0497669,1.5784272,-0.05277778,1.1587135,0.5911976,0.02111111,1.0398694,0.13161293,0.02111111,0.93927395,0.09413783,0.015833333,1.1771369,0.04114744,0.015833333,0.9707201,0.55556226,-0.02111111,0.87393796,0.09684062,-0.02111111,0.78007036,0.045270827,-0.015833333,1.0236391,0.037460983,-0.015833333
0.8300000000000001,1.016269,0.96642965,0.031666666,1.016269,0.96642965,-0.031666666,1.0640646,1.5776043,0.05277778,1.0640646,1.5776043,-0.05277778,1.1704403,0.59052336,0.02111111,1.081332,0.124652416,0.02111111,0.9835168,0.08042406,0.015833333,1.2244236,0.04367359,0.015833333,0.9771913,0.55520487,-0.02111111,0.8765915,0.09738544,-0.02111111,0.7823753,0.04647026,-0.015833333,1.0258908,0.03714729,-0.015833333
0.84,1.0281366,0.96561587,0.031666666,1.0281366,0.96561587,-0.031666666,1.0784407,1.5765891,0.05277778,1.0784407,1.5765891,-0.05277778,1.1811388,0.58923864,0.02111111,1.1232957,0.11903149,0.02111111,1.0286684,0.068330124,0.015833333,1.2714508,0.047271192,0.015833333,0.98385257,0.5547327,-0.02111111,0.87924075,0.097877204,-0.02111111,0.7846723,0.04763803,-0.015833333,1.028125,0.036797184,-0.015833333
0.85,1.0400047,0.9646256,0.031666666,1.0400047,0.9646256,-0.031666666,1.0927995,1.5753887,0.05277778,1.0927995,1.5753887,-0.05277778,1.1909071,0.587392,0.02111111,1.1650959,0.11510125,0.02111111,1.0741092,0.058116306,0.015833333,1.3177453,0.05281146,0.015833333,0.99067736,0.5541366,-0.02111111,0.88181835,0.09832099,-0.02111111,0.7868934,0.048782744,-0.015833333,1.0302734,0.036419474,-0.015833333
0.86,1.0518814,0.9634616,0.031666666,1.0518814,0.9634616,-0.031666666,1.1069974,1.5740196,0.05277778,1.1069974,1.5740196,-0.05277778,1.199971,0.58509094,0.02111111,1.2056729,0.113056004,0.02111111,1.1187724,0.05001156,0.015833333,1.3622262,0.060825385,0.015833333,0.9976483,0.55341,-0.02111111,0.88424325,0.0987311,-0.02111111,0.7889523,0.049930457,-0.015833333,1.0322486,0.036015105,-0.015833333
0.87,1.063777,0.96215355,0.031666666,1.063777,0.96215355,-0.031666666,1.1208577,1.572531,0.05277778,1.1208577,1.572531,-0.05277778,1.2084949,0.58244264,0.02111111,1.2440234,0.112769336,0.02111111,1.1615677,0.04401332,0.015833333,1.4037466,0.07114496,0.015833333,1.0047272,0.5525754,-0.02111111,0.88643426,0.09915078,-0.02111111,0.79075825,0.051144272,-0.015833333,1.0339547,0.035581473,-0.015833333
0.88,1.0756974,0.9607368,0.031666666,1.0756974,0.9607368,-0.031666666,1.1342695,1.5709729,0.05277778,1.1342695,1.5709729,-0.05277778,1.2167081,0.57958305,0.02111111,1.2793185,0.113875836,0.02111111,1.2015222,0.03989127,0.015833333,1.4413376,0.08319636,0.015833333,1.0119454,0.5516578,-0.02111111,0.8883629,0.099629134,-0.02111111,0.7922706,0.052500013,-0.015833333,1.0353432,0.03510925,-0.015833333
0.89,1.0876449,0.959255,0.031666666,1.0876449,0.959255,-0.031666666,1.1471996,1.569396,0.05277778,1.1471996,1.569396,-0.05277778,1.2249662,0.5766989,0.02111111,1.3110687,0.11587733,0.02111111,1.2376978,0.03750608,0.015833333,1.4744767,0.095147215,0.015833333,1.0193989,0.5506848,-0.02111111,0.8900613,0.10022038,-0.02111111,0.79350865,0.05408235,-0.015833333,1.0364215,0.034588203,-0.015833333
0.9,1.0996214,0.9577502,0.031666666,1.0996214,0.9577502,-0.031666666,1.1596172,1.567848,0.05277778,1.1596172,1.567848,-0.05277778,1.2335744,0.5739416,0.02111111,1.338797,0.118124306,0.02111111,1.2694039,0.036216456,0.015833333,1.5028428,0.10616669,0.015833333,1.0271503,0.549683,-0.02111111,0.8915568,0.10097724,-0.02111111,0.79448974,0.05597097,-0.015833333,1.037192,0.034009144,-0.015833333
0.91,1.1116252,0.9562644,0.031666666,1.1116252,0.9562644,-0.031666666,1.1715493,1.5663693,0.05277778,1.1715493,1.5663693,-0.05277778,1.242811,0.5714447,0.02111111,1.3623226,0.119992584,0.02111111,1.2961923,0.035437554,0.015833333,1.5264726,0.1151731,0.015833333,1.0352786,0.5486765,-0.02111111,0.8929118,0.1019482,-0.02111111,0.79526985,0.058239173,-0.015833333,1.0376909,0.033364072,-0.015833333
0.92,1.1236526,0.954834,0.031666666,1.1236526,0.954834,-0.031666666,1.1830642,1.5649889,0.05277778,1.1830642,1.5649889,-0.05277778,1.252916,0.56931806,0.02111111,1.3816775,0.1209864,0.02111111,1.3178091,0.034719087,0.015833333,1.5456868,0.12108119,0.015833333,1.0438838,0.5476804,-0.02111111,0.89420974,0.103176236,-0.02111111,0.7959285,0.060953353,-0.015833333,1.0379729,0.032647856,-0.015833333
0.93,1.1356983,0.9534863,0.031666666,1.1356983,0.9534863,-0.031666666,1.1942556,1.5637238,0.05277778,1.1942556,1.5637238,-0.05277778,1.2640709,0.5676428,0.02111111,1.397062,0.120813936,0.02111111,1.3341755,0.033830687,0.015833333,1.561002,0.12291758,0.015833333,1.0530635,0.5466999,-0.02111111,0.8955443,0.10469484,-0.02111111,0.79655933,0.064167924,-0.015833333,1.0381013,0.031854257,-0.015833333
0.9400000000000001,1.1477562,0.95223695,0.031666666,1.1477562,0.95223695,-0.031666666,1.2052261,1.5625778,0.05277778,1.2052261,1.5625778,-0.05277778,1.2763693,0.56646407,0.02111111,1.4087713,0.11941281,0.02111111,1.3454257,0.032755077,0.015833333,1.5729116,0.12014429,0.015833333,1.0629036,0.5457302,-0.02111111,0.897007,0.10652876,-0.02111111,0.79725784,0.067925975,-0.015833333,1.0381345,0.030977935,-0.015833333
0.9500000000000001,1.1598217,0.95108944,0.031666666,1.1598217,0.95108944,-0.031666666,1.2160614,1.5615449,0.05277778,1.2160614,1.5615449,-0.05277778,1.2897689,0.5657757,0.02111111,1.4171268,0.11692473,0.02111111,1.3519219,0.031641543,0.015833333,1.5816865,0.112850875,0.015833333,1.0734707,0.5447576,-0.02111111,0.8986741,0.108697236,-0.02111111,0.798107,0.07226495,-0.015833333,1.0381103,0.030013427,-0.015833333
0.96,1.1719041,0.95005894,0.031666666,1.1719041,0.95005894,-0.031666666,1.2265948,1.5606551,0.05277778,1.2265948,1.5606551,-0.05277778,1.3033651,0.5652705,0.02111111,1.4224494,0.11365494,0.02111111,1.3543829,0.030626852,0.015833333,1.5873725,0.102059126,0.015833333,1.0846095,0.54380816,-0.02111111,0.900466,0.11124691,-0.02111111,0.7990347,0.07725419,-0.015833333,1.0378932,0.028949328,-0.015833333
0.97,1.1840991,0.9486934,0.031666666,1.1840991,0.9486934,-0.031666666,1.2351116,1.559608,0.05277778,1.2351116,1.559608,-0.05277778,1.3154944,0.5638313,0.02111111,1.4192674,0.10772002,0.02111111,1.3464286,0.028863613,0.015833333,1.5839894,0.08319256,0.015833333,1.0959053,0.54243094,-0.02111111,0.8961415,0.116226286,-0.02111111,0.79326797,0.08673077,-0.015833333,1.0295439,0.027061261,-0.015833333
0.98,1.1962425,0.9480506,0.031666666,1.1962425,0.9480506,-0.031666666,1.2445401,1.5591857,0.05277778,1.2445401,1.5591857,-0.05277778,1.3263497,0.562685,0.02111111,1.4204607,0.10410079,0.02111111,1.345067,0.027708422,0.015833333,1.5845836,0.0726364,0.015833333,1.1083941,0.5416229,-0.02111111,0.8983058,0.119966656,-0.02111111,0.7945048,0.09375442,-0.015833333,1.0285045,0.025703736,-0.015833333
0.99,1.2083875,0.9475844,0.031666666,1.2083875,0.9475844,-0.031666666,1.2539303,1.558931,0.05277778,1.2539303,1.558931,-0.05277778,1.3371259,0.56168866,0.02111111,1.42113,0.1007615,0.02111111,1.343503,0.026660658,0.015833333,1.5843978,0.063489825,0.015833333,1.1219585,0.54082686,-0.02111111,0.901091,0.12422195,-0.02111111,0.79637504,0.101703286,-0.015833333,1.0274242,0.024224252,-0.015833333
1.0,1.2205273,0.94731396,0.031666666,1.2205273,0.94731396,-0.031666666,1.2634087,1.5588529,0.05277778,1.2634087,1.5588529,-0.05277778,1.3481534,0.56098354,0.02111111,1.4211471,0.0977647,0.02111111,1.3417306,0.025582623,0.015833333,1.5834405,0.056614924,0.015833333,1.1368734,0.5400387,-0.02111111,0.90478045,0.12903795,-0.02111111,0.79919326,0.110693105,-0.015833333,1.0264046,0.022592254,-0.015833333
1.01,1.2326534,0.94724995,0.031666666,1.2326534,0.94724995,-0.031666666,1.2731242,1.5589533,0.05277778,1.2731242,1.5589533,-0.05277778,1.3593707,0.560562,0.02111111,1.420773,0.09522894,0.02111111,1.3399013,0.024660647,0.015833333,1.5820937,0.051671334,0.015833333,1.153398,0.53926706,-0.02111111,0.90971136,0.13444507,-0.02111111,0.80334544,0.120828435,-0.015833333,1.0255485,0.020765744,-0.015833333
1.02,1.2447405,0.947351,0.031666666,1.2447405,0.947351,-0.031666666,1.2835425,1.5591624,0.05277778,1.2835425,1.5591624,-0.05277778,1.3716685,0.56071156,0.02111111,1.4203141,0.09336412,0.02111111,1.338306,0.024088044,0.015833333,1.5807153,0.049077347,0.015833333,1.1719829,0.5384847,-0.02111111,0.91646594,0.14040011,-0.02111111,0.80948734,0.13212802,-0.015833333,1.0251687,0.01868949,-0.015833333
1.03,1.25681,0.9476553,0.031666666,1.25681,0.9476553,-0.031666666,1.2942786,1.5595498,0.05277778,1.2942786,1.5595498,-0.05277778,1.3837589,0.5610026,0.02111111,1.4197699,0.09204146,0.02111111,1.3368273,0.023870952,0.015833333,1.5793476,0.04775826,0.015833333,1.1923237,0.5378393,-0.02111111,0.9251611,0.1468614,-0.02111111,0.8178363,0.1446008,-0.015833333,1.025011,0.016283303,-0.015833333
1.04,1.2688779,0.94816893,0.031666666,1.2688779,0.94816893,-0.031666666,1.305043,1.5601419,0.05277778,1.305043,1.5601419,-0.05277778,1.3946532,0.561083,0.02111111,1.4192072,0.09102166,0.02111111,1.3354086,0.023910977,0.015833333,1.5780456,0.046582885,0.015833333,1.2140276,0.5374563,-0.02111111,0.9359423,0.15361372,-0.02111111,0.8286736,0.15802641,-0.015833333,1.0248389,0.013437614,-0.015833333
1.05,1.2809429,0.94885343,0.031666666,1.2809429,0.94885343,-0.031666666,1.315856,1.560899,0.05277778,1.315856,1.560899,-0.05277778,1.4043547,0.56092715,0.02111111,1.4186584,0.090180784,0.02111111,1.3340795,0.024073504,0.015833333,1.5768352,0.04543648,0.015833333,1.2366899,0.5374085,-0.02111111,0.9490551,0.16020605,-0.02111111,0.8424076,0.17186432,-0.015833333,1.0245734,0.009992942,-0.015833333
1.06,1.2929994,0.94966054,0.031666666,1.2929994,0.94966054,-0.031666666,1.3268218,1.5617676,0.05277778,1.3268218,1.5617676,-0.05277778,1.4131259,0.5606003,0.02111111,1.4182051,0.089478105,0.02111111,1.332917,0.024313573,0.015833333,1.5757866,0.04433959,0.015833333,1.259829,0.5377326,-0.02111111,0.9646348,0.16606778,-0.02111111,0.85934293,0.1853747,-0.015833333,1.0241419,0.005853057,-0.015833333
1.07,1.3050436,0.95047516,0.031666666,1.3050436,0.95047516,-0.031666666,1.3380165,1.5626285,0.05277778,1.3380165,1.5626285,-0.05277778,1.4213301,0.5601316,0.02111111,1.417931,0.08885664,0.02111111,1.3320005,0.024571758,0.015833333,1.5749712,0.043332465,0.015833333,1.2833356,0.53835166,-0.02111111,0.98179626,0.17155701,-0.02111111,0.87849545,0.19808236,-0.015833333,1.0246648,0.0030919611,-0.015833333
1.08,1.317079,0.95117444,0.031666666,1.317079,0.95117444,-0.031666666,1.3493665,1.5633643,0.05277778,1.3493665,1.5633643,-0.05277778,1.4292067,0.5594878,0.02111111,1.417793,0.08822954,0.02111111,1.3313066,0.024733346,0.015833333,1.5743507,0.042517602,0.015833333,1.3073705,0.53917253,-0.02111111,0.9987991,0.17807764,-0.02111111,0.89744335,0.21014857,-0.015833333,1.0287397,0.004848838,-0.015833333
1.0899999999999999,1.3291128,0.9518055,0.031666666,1.3291128,0.9518055,-0.031666666,1.3607477,1.5640293,0.05277778,1.3607477,1.5640293,-0.05277778,1.4366422,0.5586872,0.02111111,1.417704,0.087593585,0.02111111,1.3307477,0.024789486,0.015833333,1.5738407,0.041892357,0.015833333,1.3317232,0.54026985,-0.02111111,1.0154314,0.18580717,-0.02111111,0.91560566,0.22183648,-0.015833333,1.0367516,0.010388181,-0.015833333
1.1,1.3411411,0.95242226,0.031666666,1.3411411,0.95242226,-0.031666666,1.3722278,1.5646741,0.05277778,1.3722278,1.5646741,-0.05277778,1.4435906,0.55778795,0.02111111,1.4177088,0.08698231,0.02111111,1.3303587,0.024780255,0.015833333,1.5734835,0.04142812,0.015833333,1.3563421,0.5417236,-0.02111111,1.0322616,0.1943649,-0.02111111,0.9335098,0.23316263,-0.015833333,1.0484052,0.018253863,-0.015833333
1.1099999999999999,1.3531575,0.95307237,0.031666666,1.3531575,0.95307237,-0.031666666,1.3839265,1.5653404,0.05277778,1.3839265,1.5653404,-0.05277778,1.4500824,0.55686855,0.02111111,1.4179028,0.08644417,0.02111111,1.3302146,0.02477568,0.015833333,1.5733633,0.041068025,0.015833333,1.3812367,0.5436119,-0.02111111,1.0500461,0.20313779,-0.02111111,0.95206916,0.24397357,-0.015833333,1.0629966,0.0269901,-0.015833333
1.1199999999999999,1.3651646,0.95378894,0.031666666,1.3651646,0.95378894,-0.031666666,1.3957956,1.5660639,0.05277778,1.3957956,1.5660639,-0.05277778,1.4560821,0.55596936,0.02111111,1.4182527,0.08599493,0.02111111,1.3302727,0.024798952,0.015833333,1.5734411,0.04079404,0.015833333,1.40619,0.5459628,-0.02111111,1.0688586,0.21178982,-0.02111111,0.9713826,0.25404105,-0.015833333,1.080214,0.035998687,-0.015833333
1.13,1.3771639,0.95460033,0.031666666,1.3771639,0.95460033,-0.031666666,1.4078088,1.5668746,0.05277778,1.4078088,1.5668746,-0.05277778,1.4615846,0.55513775,0.02111111,1.418748,0.085659355,0.02111111,1.3305076,0.024891179,0.015833333,1.5736966,0.04057067,0.015833333,1.4309783,0.5487751,-0.02111111,1.0888603,0.21980259,-0.02111111,0.99167,0.2629629,-0.015833333,1.0996957,0.0445202,-0.015833333
1.14,1.389156,0.95551836,0.031666666,1.389156,0.95551836,-0.031666666,1.4199543,1.5677849,0.05277778,1.4199543,1.5677849,-0.05277778,1.4666243,0.5544157,0.02111111,1.4193927,0.08546063,0.02111111,1.3309057,0.025096059,0.015833333,1.5741214,0.040355254,0.015833333,1.4553862,0.55200714,-0.02111111,1.1100559,0.22674909,-0.02111111,1.0128512,0.27016747,-0.015833333,1.1217786,0.052173108,-0.015833333
