time,marker_marker_hip_r_x,marker_marker_hip_r_y,marker_marker_hip_r_z,marker_marker_hip_l_x,marker_marker_hip_l_y,marker_marker_hip_l_z,marker_marker_shoulder_r_x,marker_marker_shoulder_r_y,marker_marker_shoulder_r_z,marker_marker_shoulder_l_x,marker_marker_shoulder_l_y,marker_marker_shoulder_l_z,marker_marker_knee_r_x,marker_marker_knee_r_y,marker_marker_knee_r_z,marker_marker_ankle_r_x,marker_marker_ankle_r_y,marker_marker_ankle_r_z,marker_marker_heel_r_x,marker_marker_heel_r_y,marker_marker_heel_r_z,marker_marker_toe_r_x,marker_marker_toe_r_y,marker_marker_toe_r_z,marker_marker_knee_l_x,marker_marker_knee_l_y,marker_marker_knee_l_z,marker_marker_ankle_l_x,marker_marker_ankle_l_y,marker_marker_ankle_l_z,marker_marker_heel_l_x,marker_marker_heel_l_y,marker_marker_heel_l_z,marker_marker_toe_l_x,marker_marker_toe_l_y,marker_marker_toe_l_z
1.15,1.4011436,0.9565546,0.031666666,1.4011436,0.9565546,-0.031666666,1.4321835,1.5688089,0.05277778,1.4321835,1.5688089,-0.05277778,1.4712143,0.55383795,0.02111111,1.4201641,0.085419774,0.02111111,1.3314275,0.025455639,0.015833333,1.5746807,0.04010553,0.015833333,1.4790491,0.5555573,-0.02111111,1.1323892,0.23204648,-0.02111111,1.0347193,0.274775,-0.015833333,1.1471409,0.058561847,-0.015833333
1.16,1.4131277,0.957712,0.031666666,1.4131277,0.957712,-0.031666666,1.4444735,1.5699508,0.05277778,1.4444735,1.5699508,-0.05277778,1.4754844,0.5534542,0.02111111,1.4211047,0.08557671,0.02111111,1.3320788,0.026058767,0.015833333,1.5753894,0.03972175,0.015833333,1.5017114,0.5593054,-0.02111111,1.1560138,0.23502526,-0.02111111,1.0574868,0.27612534,-0.015833333,1.1756196,0.06297898,-0.015833333
1.17,1.4251109,0.9589807,0.031666666,1.4251109,0.9589807,-0.031666666,1.4567816,1.5712028,0.05277778,1.4567816,1.5712028,-0.05277778,1.4796019,0.5532981,0.02111111,1.4222313,0.08596304,0.02111111,1.3328545,0.026971843,0.015833333,1.5762429,0.039172407,0.015833333,1.5231156,0.5630945,-0.02111111,1.1809767,0.23520017,-0.02111111,1.081215,0.2736101,-0.015833333,1.20737,0.0651115,-0.015833333
1.18,1.4370923,0.9603121,0.031666666,1.4370923,0.9603121,-0.031666666,1.4691234,1.5725154,0.05277778,1.4691234,1.5725154,-0.05277778,1.4837953,0.55336404,0.02111111,1.4235028,0.08658451,0.02111111,1.333745,0.0281659,0.015833333,1.5772116,0.03868848,0.015833333,1.5433993,0.56683314,-0.02111111,1.2073566,0.23270693,-0.02111111,1.1061616,0.26754835,-0.015833333,1.2418221,0.065105885,-0.015833333
1.19,1.4490718,0.9616552,0.031666666,1.4490718,0.9616552,-0.031666666,1.4814976,1.5738376,0.05277778,1.4814976,1.5738376,-0.05277778,1.4880974,0.5535999,0.02111111,1.4248348,0.08739811,0.02111111,1.334708,0.029544793,0.015833333,1.578239,0.038454477,0.015833333,1.5626923,0.57044363,-0.02111111,1.2351074,0.22792643,-0.02111111,1.1323955,0.2583766,-0.015833333,1.2787404,0.06351797,-0.015833333
1.2,1.4610488,0.96295893,0.031666666,1.4610488,0.96295893,-0.031666666,1.4939196,1.5751176,0.05277778,1.4939196,1.5751176,-0.05277778,1.492488,0.5539459,0.02111111,1.4262298,0.08834332,0.02111111,1.3357466,0.031045504,0.015833333,1.5793293,0.038408943,0.015833333,1.5811526,0.57387483,-0.02111111,1.2642,0.22132388,-0.02111111,1.1600189,0.24665736,-0.015833333,1.3178073,0.060943738,-0.015833333
1.21,1.4730214,0.9641847,0.031666666,1.4730214,0.9641847,-0.031666666,1.5064222,1.5763148,0.05277778,1.5064222,1.5763148,-0.05277778,1.4969862,0.5543611,0.02111111,1.427729,0.08937621,0.02111111,1.3368893,0.03264158,0.015833333,1.5805142,0.03844076,0.015833333,1.5988714,0.5770806,-0.02111111,1.2947739,0.21315834,-0.02111111,1.1893336,0.2329184,-0.015833333,1.3584023,0.05741197,-0.015833333
1.22,1.4849877,0.9652792,0.031666666,1.4849877,0.9652792,-0.031666666,1.5190352,1.5773736,0.05277778,1.5190352,1.5773736,-0.05277778,1.5015899,0.55478674,0.02111111,1.4293499,0.09043583,0.02111111,1.3381538,0.034271307,0.015833333,1.5818113,0.038484376,0.015833333,1.6160659,0.58005524,-0.02111111,1.3267071,0.2040686,-0.02111111,1.2202842,0.21788773,-0.015833333,1.400301,0.0536298,-0.015833333
1.23,1.4969474,0.9662023,0.031666666,1.4969474,0.9662023,-0.031666666,1.5317726,1.578253,0.05277778,1.5317726,1.578253,-0.05277778,1.5062888,0.5551765,0.02111111,1.4310876,0.09147516,0.02111111,1.3395386,0.03588344,0.015833333,1.5832183,0.038504872,0.015833333,1.6328092,0.5827655,-0.02111111,1.3598098,0.19450909,-0.02111111,1.2527186,0.20189479,-0.015833333,1.4436488,0.050460547,-0.015833333
1.24,1.5088993,0.96694535,0.031666666,1.5088993,0.96694535,-0.031666666,1.5446515,1.5789425,0.05277778,1.5446515,1.5789425,-0.05277778,1.5110778,0.55551696,0.02111111,1.4329464,0.09247962,0.02111111,1.341047,0.03746366,0.015833333,1.5847389,0.038483832,0.015833333,1.649083,0.58517957,-0.02111111,1.3943706,0.18448207,-0.02111111,1.2870176,0.18547799,-0.015833333,1.4874874,0.046919063,-0.015833333
1.25,1.5208404,0.96747625,0.031666666,1.5208404,0.96747625,-0.031666666,1.5577251,1.5794063,0.05277778,1.5577251,1.5794063,-0.05277778,1.5160769,0.5557773,0.02111111,1.4349511,0.09342533,0.02111111,1.3427013,0.038994994,0.015833333,1.5863945,0.03840999,0.015833333,1.6648611,0.5872405,-0.02111111,1.430137,0.17435175,-0.02111111,1.3229263,0.16864733,-0.015833333,1.5324148,0.04414323,-0.015833333
1.26,1.5327684,0.96778595,0.031666666,1.5327684,0.96778595,-0.031666666,1.5710356,1.5796311,0.05277778,1.5710356,1.5796311,-0.05277778,1.5213383,0.555941,0.02111111,1.4371202,0.094299585,0.02111111,1.3445204,0.040464777,0.015833333,1.5882046,0.03828333,0.015833333,1.6802366,0.58896375,-0.02111111,1.4671968,0.16437277,-0.02111111,1.3605387,0.1520969,-0.015833333,1.5777041,0.041525953,-0.015833333
1.27,1.5446835,0.96787184,0.031666666,1.5446835,0.96787184,-0.031666666,1.5845795,1.579613,0.05277778,1.5845795,1.579613,-0.05277778,1.5268608,0.5559931,0.02111111,1.4394282,0.095092595,0.02111111,1.3464813,0.041860383,0.015833333,1.5901464,0.038111847,0.015833333,1.6950831,0.59028244,-0.02111111,1.5052869,0.1547682,-0.02111111,1.3996342,0.13570397,-0.015833333,1.623794,0.040105104,-0.015833333
1.28,1.5565856,0.9677491,0.031666666,1.5565856,0.9677491,-0.031666666,1.5983535,1.5793653,0.05277778,1.5983535,1.5793653,-0.05277778,1.5326481,0.5559369,0.02111111,1.4418607,0.09581268,0.02111111,1.3485681,0.043193318,0.015833333,1.5922045,0.037900217,0.015833333,1.7092024,0.5911145,-0.02111111,1.5445081,0.14555156,-0.02111111,1.4403261,0.11964384,-0.015833333,1.6704628,0.039495297,-0.015833333
1.29,1.5684754,0.9674278,0.031666666,1.5684754,0.9674278,-0.031666666,1.6123451,1.5788968,0.05277778,1.6123451,1.5788968,-0.05277778,1.5386993,0.55577093,0.02111111,1.4443969,0.096464396,0.02111111,1.3507581,0.04447161,0.015833333,1.5943565,0.03764895,0.015833333,1.7224246,0.591384,-0.02111111,1.5847393,0.13690811,-0.02111111,1.4825364,0.10406198,-0.015833333,1.7176666,0.04002679,-0.015833333
1.3,1.5803537,0.96691257,0.031666666,1.5803537,0.96691257,-0.031666666,1.626539,1.578211,0.05277778,1.626539,1.578211,-0.05277778,1.5450197,0.55548847,0.02111111,1.4470197,0.097048104,0.02111111,1.3530334,0.045698155,0.015833333,1.5965846,0.0373584,0.015833333,1.7347794,0.59109783,-0.02111111,1.625755,0.12919909,-0.02111111,1.5260158,0.08949927,-0.015833333,1.7649832,0.041736163,-0.015833333
1.31,1.5922251,0.96620953,0.031666666,1.5922251,0.96620953,-0.031666666,1.6408536,1.5773184,0.05277778,1.6408536,1.5773184,-0.05277778,1.5515512,0.55508494,0.02111111,1.4496694,0.097566605,0.02111111,1.3553345,0.046876315,0.015833333,1.5988294,0.03703022,0.015833333,1.7462703,0.59025824,-0.02111111,1.6672419,0.12273529,-0.02111111,1.5703976,0.0764155,-0.015833333,1.8120097,0.044629905,-0.015833333
1.3199999999999998,1.604093,0.9653318,0.031666666,1.604093,0.9653318,-0.031666666,1.6552216,1.5762366,0.05277778,1.6552216,1.5762366,-0.05277778,1.5582722,0.55456465,0.02111111,1.452297,0.0980348,0.02111111,1.3576095,0.048027195,0.015833333,1.6010386,0.036669683,0.015833333,1.7567748,0.58882767,-0.02111111,1.709036,0.11770129,-0.02111111,1.6154886,0.06503018,-0.015833333,1.8586398,0.048775196,-0.015833333
1.33,1.6159651,0.96427983,0.031666666,1.6159651,0.96427983,-0.031666666,1.669505,1.5749781,0.05277778,1.669505,1.5749781,-0.05277778,1.5651298,0.5539204,0.02111111,1.4548117,0.09846142,0.02111111,1.3597655,0.04916477,0.015833333,1.6031188,0.036282245,0.015833333,1.7663741,0.5868486,-0.02111111,1.7502549,0.11438435,-0.02111111,1.6605408,0.055416282,-0.015833333,1.9042348,0.05546798,-0.015833333
1.3399999999999999,1.6278516,0.96307445,0.031666666,1.6278516,0.96307445,-0.031666666,1.6835295,1.5735815,0.05277778,1.6835295,1.5735815,-0.05277778,1.5720782,0.5531659,0.02111111,1.4571233,0.0988791,0.02111111,1.3617053,0.05033717,0.015833333,1.6049693,0.035868257,0.015833333,1.7751724,0.5843965,-0.02111111,1.7900271,0.11285877,-0.02111111,1.7045465,0.04790362,-0.015833333,1.947687,0.06431699,-0.015833333
1.35,1.6397569,0.9617362,0.031666666,1.6397569,0.9617362,-0.031666666,1.6972135,1.5720783,0.05277778,1.6972135,1.5720783,-0.05277778,1.5791727,0.55231106,0.02111111,1.4592143,0.09932116,0.02111111,1.3634013,0.051599223,0.015833333,1.6065577,0.03542327,0.015833333,1.7835373,0.5816566,-0.02111111,1.8274323,0.11301535,-0.02111111,1.7464138,0.04257268,-0.015833333,1.987952,0.07491561,-0.015833333
1.3599999999999999,1.6516857,0.960301,0.031666666,1.6516857,0.960301,-0.031666666,1.7104766,1.5705161,0.05277778,1.7104766,1.5705161,-0.05277778,1.586472,0.5513785,0.02111111,1.4610784,0.099835545,0.02111111,1.364835,0.053026564,0.015833333,1.6078565,0.034936316,0.015833333,1.7917733,0.57879245,-0.02111111,1.8617014,0.11445272,-0.02111111,1.7851293,0.03920157,-0.015833333,2.024215,0.08636926,-0.015833333
1.37,1.6636422,0.9588089,0.031666666,1.6636422,0.9588089,-0.031666666,1.7232498,1.5689447,0.05277778,1.7232498,1.5689447,-0.05277778,1.5940248,0.55039394,0.02111111,1.4627169,0.10047495,0.02111111,1.3659968,0.054699566,0.015833333,1.6088438,0.034398515,0.015833333,1.8001603,0.5759506,-0.02111111,1.8921767,0.11656651,-0.02111111,1.8198938,0.037190612,-0.015833333,2.0558553,0.09809204,-0.015833333
1.38,1.675627,0.9573054,0.031666666,1.675627,0.9573054,-0.031666666,1.735518,1.5674134,0.05277778,1.735518,1.5674134,-0.05277778,1.6018977,0.54938674,0.02111111,1.4641691,0.1012938,0.02111111,1.3669167,0.056699913,0.015833333,1.6095322,0.03380039,0.015833333,1.8089646,0.573269,-0.02111111,1.918571,0.1187219,-0.02111111,1.8501006,0.03604258,-0.015833333,2.0827045,0.10872148,-0.015833333
1.39,1.6876384,0.955831,0.031666666,1.6876384,0.955831,-0.031666666,1.7473156,1.56596,0.05277778,1.7473156,1.56596,-0.05277778,1.6101722,0.54837906,0.02111111,1.4655005,0.102339804,0.02111111,1.3676536,0.059099842,0.015833333,1.6099603,0.033134893,0.015833333,1.8184307,0.5708662,-0.02111111,1.940774,0.12033424,-0.02111111,1.8753775,0.03521417,-0.015833333,2.1048706,0.117187805,-0.015833333
1.4,1.6996721,0.95442265,0.031666666,1.6996721,0.95442265,-0.031666666,1.7587168,1.5646132,0.05277778,1.7587168,1.5646132,-0.05277778,1.6189446,0.5473865,0.02111111,1.4667983,0.10365561,0.02111111,1.3682923,0.06196513,0.015833333,1.6101857,0.03239613,0.015833333,1.8287568,0.56883824,-0.02111111,1.9589388,0.12099898,-0.02111111,1.895473,0.03443777,-0.015833333,2.1228833,0.1220238,-0.015833333
1.41,1.7117232,0.95310384,0.031666666,1.7117232,0.95310384,-0.031666666,1.7698117,1.5633862,0.05277778,1.7698117,1.5633862,-0.05277778,1.6283003,0.5464123,0.02111111,1.4681511,0.10527176,0.02111111,1.3689227,0.06534585,0.015833333,1.6102659,0.03157845,0.015833333,1.8401003,0.5672556,-0.02111111,1.9732511,0.120480984,-0.02111111,1.9103644,0.033496965,-0.015833333,2.1372101,0.12253468,-0.015833333
1.42,1.7237861,0.9518869,0.031666666,1.7237861,0.9518869,-0.031666666,1.7806938,1.5622805,0.05277778,1.7806938,1.5622805,-0.05277778,1.6383128,0.54545,0.02111111,1.469643,0.10721117,0.02111111,1.3696338,0.06928265,0.015833333,1.6102501,0.030675791,0.015833333,1.8525187,0.56614876,-0.02111111,1.98399,0.11876625,-0.02111111,1.9202458,0.032396723,-0.015833333,2.1482484,0.11842855,-0.015833333
1.43,1.7358567,0.95077395,0.031666666,1.7358567,0.95077395,-0.031666666,1.7914381,1.5612898,0.05277778,1.7914381,1.5612898,-0.05277778,1.6490403,0.5444862,0.02111111,1.4713434,0.109493256,0.02111111,1.3705026,0.07381347,0.015833333,1.6101675,0.029683605,0.015833333,1.8659147,0.56549114,-0.02111111,1.991481,0.11603671,-0.02111111,1.9255441,0.031313233,-0.015833333,2.1561975,0.109962516,-0.015833333
1.44,1.7479444,0.9497757,0.031666666,1.7479444,0.9497757,-0.031666666,1.8018783,1.5604392,0.05277778,1.8018783,1.5604392,-0.05277778,1.6603186,0.54354507,0.02111111,1.4731712,0.11215955,0.02111111,1.3714572,0.07900001,0.015833333,1.6098807,0.028591864,0.015833333,1.8794221,0.5649832,-0.02111111,1.9960221,0.11259559,-0.02111111,1.9270797,0.030293386,-0.015833333,2.1610043,0.09860135,-0.015833333
1.45,1.7600601,0.94891477,0.031666666,1.7600601,0.94891477,-0.031666666,1.811809,1.5597672,0.05277778,1.811809,1.5597672,-0.05277778,1.6719851,0.5426641,0.02111111,1.4750353,0.11526528,0.02111111,1.3724164,0.08492722,0.015833333,1.6092209,0.02739156,0.015833333,1.8917842,0.5641823,-0.02111111,1.9985032,0.108873636,-0.02111111,1.9265707,0.029182363,-0.015833333,2.1633353,0.0868817,-0.015833333
1.46,1.7721963,0.94821185,0.031666666,1.7721963,0.94821185,-0.031666666,1.821369,1.5592773,0.05277778,1.821369,1.5592773,-0.05277778,1.6842446,0.54183614,0.02111111,1.4771138,0.118845105,0.02111111,1.3735739,0.09166948,0.015833333,1.6082749,0.02607885,0.015833333,1.9030163,0.56311584,-0.02111111,1.9999614,0.10521698,-0.02111111,1.9253627,0.028037872,-0.015833333,2.1642876,0.076013416,-0.015833333
1.47,1.7843394,0.94768196,0.031666666,1.7843394,0.94768196,-0.031666666,1.830797,1.5589597,0.05277778,1.830797,1.5589597,-0.05277778,1.6974503,0.5410317,0.02111111,1.4797001,0.12293112,0.02111111,1.3752433,0.09930991,0.015833333,1.6072185,0.02464918,0.015833333,1.9138802,0.5620866,-0.02111111,2.0008187,0.1017952,-0.02111111,1.923879,0.02697232,-0.015833333,2.1643608,0.066409044,-0.015833333
1.48,1.7964851,0.9473525,0.031666666,1.7964851,0.9473525,-0.031666666,1.8401715,1.5588346,0.05277778,1.8401715,1.5588346,-0.05277778,1.7118387,0.5402542,0.02111111,1.4830348,0.12757528,0.02111111,1.3776934,0.107966766,0.015833333,1.6061245,0.023078859,0.015833333,1.924655,0.5612271,-0.02111111,2.001009,0.09866756,-0.02111111,1.9221325,0.025896188,-0.015833333,2.1636083,0.058701333,-0.015833333
1.49,1.808623,0.94723475,0.031666666,1.808623,0.94723475,-0.031666666,1.8496761,1.5588993,0.05277778,1.8496761,1.5588993,-0.05277778,1.7277174,0.5394987,0.02111111,1.4874599,0.13281214,0.02111111,1.3813089,0.11774785,0.015833333,1.60512,0.021335356,0.015833333,1.9354732,0.56060266,-0.02111111,2.0007055,0.09594029,-0.02111111,1.9202509,0.024905864,-0.015833333,2.16233,0.052913617,-0.015833333
1.5,1.8207197,0.94727653,0.031666666,1.8207197,0.94727653,-0.031666666,1.8599181,1.5590627,0.05277778,1.8599181,1.5590627,-0.05277778,1.7456759,0.53870195,0.02111111,1.4936221,0.1386027,0.02111111,1.3868028,0.1286789,0.015833333,1.6046073,0.019372381,0.015833333,1.9475719,0.5606165,-0.02111111,2.0002935,0.093871236,-0.02111111,1.9186032,0.024230227,-0.015833333,2.1609697,0.049631193,-0.015833333
1.51,1.8327907,0.94750917,0.031666666,1.8327907,0.94750917,-0.031666666,1.8706295,1.559381,0.05277778,1.8706295,1.559381,-0.05277778,1.7655356,0.5379902,0.02111111,1.5017035,0.14493504,0.02111111,1.3944471,0.14080852,0.015833333,1.6044182,0.01711981,0.015833333,1.9599664,0.5609423,-0.02111111,1.9997803,0.09241858,-0.02111111,1.917113,0.023917127,-0.015833333,2.1596017,0.04812325,-0.015833333
1.52,1.8448583,0.9479589,0.031666666,1.8448583,0.9479589,-0.031666666,1.8813987,1.5599096,0.05277778,1.8813987,1.5599096,-0.05277778,1.7868798,0.537512,0.02111111,1.5117893,0.15167207,0.02111111,1.4044523,0.15401743,0.015833333,1.6042491,0.0144898,0.015833333,1.9712937,0.5611106,-0.02111111,1.9992305,0.091331005,-0.02111111,1.9156809,0.023907393,-0.015833333,2.1582842,0.04693733,-0.015833333
1.53,1.8569249,0.9485959,0.031666666,1.8569249,0.9485959,-0.031666666,1.8921834,1.5606217,0.05277778,1.8921834,1.5606217,-0.05277778,1.8093518,0.5373509,0.02111111,1.5241488,0.15842766,0.02111111,1.4172446,0.16786598,0.015833333,1.6040013,0.011313587,0.015833333,1.9813486,0.5610246,-0.02111111,1.9986717,0.09044397,-0.02111111,1.9143162,0.02404549,-0.015833333,2.1570394,0.04577457,-0.015833333
1.54,1.8689857,0.9493768,0.031666666,1.8689857,0.9493768,-0.031666666,1.9030758,1.5614688,0.05277778,1.9030758,1.5614688,-0.05277778,1.8324285,0.5375644,0.02111111,1.5390096,0.16458338,0.02111111,1.4332247,0.18158595,0.015833333,1.6036249,0.007372126,0.015833333,1.9903407,0.56073505,-0.02111111,1.9981632,0.08969593,-0.02111111,1.9130821,0.02425282,-0.015833333,2.1559193,0.04466873,-0.015833333
1.5499999999999998,1.8810339,0.9502298,0.031666666,1.8810339,0.9502298,-0.031666666,1.914193,1.5623729,0.05277778,1.914193,1.5623729,-0.05277778,1.855747,0.53813255,0.02111111,1.5561792,0.16979831,0.02111111,1.4523182,0.1944994,0.015833333,1.6032552,0.0031757504,0.015833333,1.9986163,0.56031334,-0.02111111,1.997821,0.08906448,-0.02111111,1.9120772,0.024520203,-0.015833333,2.1550217,0.04361885,-0.015833333
1.56,1.8930712,0.9509565,0.031666666,1.8930712,0.9509565,-0.031666666,1.9255084,1.5631385,0.05277778,1.9255084,1.5631385,-0.05277778,1.8796499,0.53888,0.02111111,1.5733166,0.1759358,0.02111111,1.4714866,0.20669988,0.015833333,1.606157,0.0035974234,0.015833333,2.0065827,0.5597105,-0.02111111,1.9976393,0.08842859,-0.02111111,1.9113212,0.02469096,-0.015833333,2.1543438,0.042767234,-0.015833333
1.5699999999999998,1.905105,0.9515992,0.031666666,1.905105,0.9515992,-0.031666666,1.9368894,1.5638154,0.05277778,1.9368894,1.5638154,-0.05277778,1.9039353,0.5398822,0.02111111,1.5900655,0.18329611,0.02111111,1.48991,0.21843873,0.015833333,1.6130672,0.00815548,0.015833333,2.0141664,0.55895066,-0.02111111,1.9975404,0.08778933,-0.02111111,1.9107287,0.024770427,-0.015833333,2.1538062,0.042092122,-0.015833333
1.58,1.917137,0.9522105,0.031666666,1.917137,0.9522105,-0.031666666,1.9483029,1.5644584,0.05277778,1.9483029,1.5644584,-0.05277778,1.9284493,0.54121196,0.02111111,1.6066327,0.19174358,0.02111111,1.5076354,0.2298788,0.015833333,1.6238459,0.015678331,0.015833333,2.0212517,0.55806404,-0.02111111,1.9974859,0.08715561,-0.02111111,1.9102635,0.024758644,-0.015833333,2.153375,0.04159739,-0.015833333
1.5899999999999999,1.929156,0.9528421,0.031666666,1.929156,0.9528421,-0.031666666,1.9599547,1.5651085,0.05277778,1.9599547,1.5651085,-0.05277778,1.9532862,0.5429596,0.02111111,1.6240523,0.20054829,0.02111111,1.5258412,0.24079122,0.015833333,1.6379685,0.024425343,0.015833333,2.0279026,0.55714583,-0.02111111,1.9976351,0.08659172,-0.02111111,1.9100587,0.024748363,-0.015833333,2.153196,0.04120806,-0.015833333
1.6,1.9411645,0.95353234,0.031666666,1.9411645,0.95353234,-0.031666666,1.9717966,1.5658071,0.05277778,1.9717966,1.5658071,-0.05277778,1.9782687,0.5451691,0.02111111,1.6425388,0.20931399,0.02111111,1.544878,0.25110185,0.015833333,1.6545873,0.033499926,0.015833333,2.0340745,0.55623776,-0.02111111,1.9979556,0.08611384,-0.02111111,1.9100733,0.024761874,-0.015833333,2.1532319,0.040907882,-0.015833333
1.6099999999999999,1.9531654,0.9543111,0.031666666,1.9531654,0.9543111,-0.031666666,1.9837829,1.5665866,0.05277778,1.9837829,1.5665866,-0.05277778,2.0031426,0.54784465,0.02111111,1.6621687,0.21759373,0.02111111,1.5648428,0.260418,0.015833333,1.673479,0.042278305,0.015833333,2.0397382,0.5553807,-0.02111111,1.9984164,0.08574015,-0.02111111,1.9102657,0.024827726,-0.015833333,2.153444,0.040672608,-0.015833333
1.62,1.9651589,0.9551965,0.031666666,1.9651589,0.9551965,-0.031666666,1.9958997,1.5674659,0.05277778,1.9958997,1.5674659,-0.05277778,2.0276875,0.5509568,0.02111111,1.68302,0.22489586,0.02111111,1.5857835,0.26819637,0.015833333,1.694732,0.050212532,0.015833333,2.0449135,0.5546199,-0.02111111,1.9990187,0.08549523,-0.02111111,1.91062,0.024990045,-0.015833333,2.1538224,0.0404604,-0.015833333
1.63,1.9771472,0.95620066,0.031666666,1.9771472,0.95620066,-0.031666666,2.0081139,1.5684587,0.05277778,2.0081139,1.5684587,-0.05277778,2.0515957,0.55442464,0.02111111,1.705086,0.23065868,0.02111111,1.6075816,0.27366176,0.015833333,1.7188306,0.056842968,0.015833333,2.049624,0.55399454,-0.02111111,1.9997525,0.08540282,-0.02111111,1.9111079,0.025294911,-0.015833333,2.1543438,0.040225606,-0.015833333
1.6400000000000001,1.9891326,0.95732975,0.031666666,1.9891326,0.95732975,-0.031666666,2.0203843,1.5695733,0.05277778,2.0203843,1.5695733,-0.05277778,2.0745106,0.55811596,0.02111111,1.728363,0.23424202,0.02111111,1.630137,0.275935,0.015833333,1.7462734,0.06169437,0.015833333,2.0539465,0.55354744,-0.02111111,2.0006254,0.085495025,-0.02111111,1.9117093,0.025811143,-0.015833333,2.154996,0.03989537,-0.015833333
1.65,2.001115,0.9585663,0.031666666,2.001115,0.9585663,-0.031666666,2.0327055,1.5707924,0.05277778,2.0327055,1.5707924,-0.05277778,2.0963168,0.5619074,0.02111111,1.7529408,0.23527345,0.02111111,1.6536065,0.27464274,0.015833333,1.776937,0.06446111,0.015833333,2.0580924,0.55331874,-0.02111111,2.0016997,0.085807145,-0.02111111,1.9124529,0.026622254,-0.015833333,2.1558118,0.039394513,-0.015833333
1.6600000000000001,2.013096,0.959882,0.031666666,2.013096,0.959882,-0.031666666,2.0450532,1.5720892,0.05277778,2.0450532,1.5720892,-0.05277778,2.116937,0.5656704,0.02111111,1.7789102,0.23355359,0.02111111,1.6782056,0.26965553,0.015833333,1.8104991,0.06499688,0.015833333,2.0622518,0.55331814,-0.02111111,2.002944,0.08635542,-0.02111111,1.9133196,0.027736068,-0.015833333,2.1567597,0.038854055,-0.015833333
1.67,2.0250754,0.9612192,0.031666666,2.0250754,0.9612192,-0.031666666,2.057431,1.5734054,0.05277778,2.057431,1.5734054,-0.05277778,2.1365685,0.56933475,0.02111111,1.8062189,0.22952059,0.02111111,1.7040157,0.2615104,0.015833333,1.8466111,0.06389135,0.015833333,2.0665166,0.55349886,-0.02111111,2.0042691,0.087105125,-0.02111111,1.9142697,0.029055737,-0.015833333,2.1577797,0.038523808,-0.015833333
1.68,2.0370536,0.96253526,0.031666666,2.0370536,0.96253526,-0.031666666,2.069833,1.5746989,0.05277778,2.069833,1.5746989,-0.05277778,2.15525,0.5728147,0.02111111,1.8348241,0.22347775,0.02111111,1.7310948,0.2504966,0.015833333,1.8851836,0.061702028,0.015833333,2.0708544,0.5538074,-0.02111111,2.005633,0.088005215,-0.02111111,1.9152756,0.030510616,-0.015833333,2.1588411,0.038422763,-0.015833333
1.69,2.049028,0.9637819,0.031666666,2.049028,0.9637819,-0.031666666,2.0823019,1.5759189,0.05277778,2.0823019,1.5759189,-0.05277778,2.1731844,0.5760857,0.02111111,1.8648329,0.21583739,0.02111111,1.7597475,0.23733534,0.015833333,1.9254549,0.05865185,0.015833333,2.0752916,0.5541949,-0.02111111,2.0070853,0.08900362,-0.02111111,1.9163742,0.03206508,-0.015833333,2.1599848,0.038433846,-0.015833333
1.7,2.0609965,0.96491367,0.031666666,2.0609965,0.96491367,-0.031666666,2.094875,1.5770175,0.05277778,2.094875,1.5770175,-0.05277778,2.1905255,0.5791254,0.02111111,1.8962594,0.2070466,0.02111111,1.7900915,0.22265413,0.015833333,1.9670255,0.055080056,0.015833333,2.0798535,0.55461365,-0.02111111,2.0086594,0.090051025,-0.02111111,1.9175929,0.03367888,-0.015833333,2.1612396,0.038474396,-0.015833333
1.71,2.0729597,0.9658975,0.031666666,2.0729597,0.9658975,-0.031666666,2.1075523,1.5779613,0.05277778,2.1075523,1.5779613,-0.05277778,2.2072759,0.58187675,0.02111111,1.9290146,0.19744247,0.02111111,1.8220779,0.206739,0.015833333,2.0099561,0.051534474,0.015833333,2.0844936,0.55502003,-0.02111111,2.0103426,0.09110126,-0.02111111,1.918921,0.03530179,-0.015833333,2.1625938,0.038499527,-0.015833333
1.72,2.0849135,0.9667001,0.031666666,2.0849135,0.9667001,-0.031666666,2.1203914,1.5787132,0.05277778,2.1203914,1.5787132,-0.05277778,2.2235658,0.5843371,0.02111111,1.9631164,0.18740115,0.02111111,1.8557959,0.19017494,0.015833333,2.0538282,0.04815407,0.015833333,2.0893016,0.5553836,-0.02111111,2.0121694,0.092126936,-0.02111111,1.9203911,0.036911145,-0.015833333,2.16408,0.0384871,-0.015833333
1.73,2.0968568,0.96730393,0.031666666,2.0968568,0.96730393,-0.031666666,2.1334229,1.5792531,0.05277778,2.1334229,1.5792531,-0.05277778,2.2394207,0.58648396,0.02111111,1.998611,0.17715538,0.02111111,1.891314,0.17342289,0.015833333,2.0982697,0.04475239,0.015833333,2.0943155,0.5556809,-0.02111111,2.0141504,0.093106866,-0.02111111,1.9220141,0.038485873,-0.015833333,2.165708,0.03842656,-0.015833333
1.74,2.1087894,0.9676917,0.031666666,2.1087894,0.9676917,-0.031666666,2.1466537,1.579562,0.05277778,2.1466537,1.579562,-0.05277778,2.2548687,0.58829814,0.02111111,2.0353317,0.1670526,0.02111111,1.9284556,0.15684357,0.015833333,2.143227,0.04169204,0.015833333,2.0995178,0.55588436,-0.02111111,2.0162683,0.09401497,-0.02111111,1.9237787,0.03999211,-0.015833333,2.1674669,0.03831706,-0.015833333
