time,pelvis_tx,pelvis_ty,pelvis_tilt,hip_flexion_r,knee_angle_r,ankle_angle_r,hip_flexion_l,knee_angle_l,ankle_angle_l
0.16,0.192,0.03775196941624549,0.00149368302258495,0.2119609312808002,-0.404541109270667,0.07412839528393274,0.1334532100888185,-1.1587885712021113,-0.3001616252672906
0.17,0.20400000000000001,0.03411625071743552,0.0025611879085864963,0.2123941811550656,-0.22465200404851318,0.11178092518707747,0.11361979401760766,-0.8398346760581852,-0.3025840996740183
0.18,0.216,0.03786572799221717,-0.0023029189283809044,0.13055782808547411,-0.3877262216670052,0.13169715099077528,0.09630151613606228,-1.157530722153313,-0.315767364749035
0.19,0.22799999999999998,0.03846835554499203,0.006340080648827147,0.1873524899268908,-0.26891002536748987,0.10911155568611372,0.26643867279787387,-1.046589539784895,-0.26638553053687064
0.2,0.24,0.03948222670999816,-0.0022338786307830685,0.15708744927804194,-0.3236758816751877,0.11342849556694254,0.12480195279067102,-1.1029274664493578,-0.22602167852581428
0.21,0.252,0.03946927966145675,-0.0027300751626688877,0.08103235081635571,-0.24937792378431858,0.14285680070375548,0.25206449723670643,-1.1384969966105771,-0.232248013393488
0.22,0.264,0.043568122694357364,0.0058991788003777395,0.12489011773405453,-0.2948594736142105,0.11468600042471691,0.2626668304089646,-1.1093936364838515,-0.20438562295765786
0.23,0.276,0.04247250416402459,-0.0064559759022081616,0.1230098683599925,-0.2729806443817853,0.10962695876744465,0.22392656445054643,-1.1198612442064746,-0.1227411200844286
0.24,0.288,0.04454073205524238,-0.0016002039823813717,0.013196150624651716,-0.18490490371178092,0.12870504931396964,0.31599761761577083,-1.082811608429429,-0.15928406105560203
0.25,0.3,0.046408091233970994,0.0004937231568865742,0.09186332932677187,-0.3321726001348405,0.13321866768671953,0.2536683723218926,-1.1050550955015843,-0.12053291718319194
0.26,0.312,0.04685230045263133,-0.0066945062827822735,0.05117866761493649,-0.12767061943729485,0.0926704042865163,0.3507703770415173,-0.9883912356876406,-0.038567734223630856
0.27,0.324,0.047708761305324233,-0.00561510126383228,-0.0016918580630751745,-0.2883798187006307,0.12640801993590484,0.2811464804056317,-1.0760134572080717,-0.11842889623508644
0.28,0.336,0.04929491509949515,-0.004112610191363275,0.017811022582457633,-0.1712788567976152,0.14673405812456258,0.33238343337094656,-0.9098768790740581,0.0007827350453089577
0.29,0.348,0.048430433378936266,-0.010158476741607882,0.014883839744708638,-0.1872289139912903,0.06671353244836925,0.3912171073755878,-0.9587990101712653,-0.05889292852879793
0.3,0.36,0.05114999438892691,-0.011236231530400605,-0.026918485935910084,-0.22080343480493694,0.1533089468582871,0.2680932594590941,-0.8917602223088079,-0.0023802802123377258
0.31,0.372,0.04795321477115359,-0.012809977920322983,-0.04652456142030742,-0.13814032958481665,0.1127343632531729,0.44116490696866845,-0.7829811976490495,-0.007546122115423842
0.32,0.384,0.05127459445098396,-0.014833867588442335,-0.0037563615470472753,-0.19895502666290105,0.1029793997726202,0.31971061403469925,-0.8305170848642542,-0.016360636882279424
0.33,0.396,0.04901326408785384,-0.02400350006395279,-0.06628165510644167,-0.14675119699660663,0.1257422900960962,0.40427774140883654,-0.6856144624458648,0.02968148570453366
0.34,0.40800000000000003,0.04864395226539395,-0.019796662448297857,-0.06836694136023076,-0.18287709106059075,0.12899952410024682,0.35094639232107666,-0.6301068933606558,-0.015945191304465842
0.35000000000000003,0.42000000000000004,0.04907708748549062,-0.029035750623457514,-0.04945982758146602,-0.12081670800904515,0.11515064787659525,0.4245821309661306,-0.6364333489973426,0.027387010305119457
0.36,0.432,0.047380204351024864,-0.033358436516628065,-0.0702753823184163,-0.18475278078581261,0.10841464034421147,0.3484779521559975,-0.4313119040202219,-0.03197270536925482
0.37,0.444,0.046709942761956905,-0.033126083738679216,-0.10035568962280725,-0.14833297227018513,0.17077958103682356,0.39210058864891245,-0.49076584166312925,0.0309560125896533
0.38,0.45599999999999996,0.04531650338022262,-0.04134853878839566,-0.08236941802847113,-0.1102808292910718,0.08409060809072107,0.39212227786454035,-0.30060088638433613,-0.03893537940014562
0.39,0.46799999999999997,0.044853569045230426,-0.041103434208185234,-0.08043918280114369,-0.21072726430872651,0.16253532999915765,0.3558071261694293,-0.29989318832142586,-0.006326351931915528
0.4,0.48,0.04217169941329194,-0.04452265465938078,-0.12475073080526666,-0.10320027420385022,0.14520068555657828,0.36595754126213914,-0.2072349365397925,0.007539359571425534
0.41000000000000003,0.492,0.041984623100688886,-0.047063607567636875,-0.12415473626083892,-0.16039419200383975,0.11488245370507535,0.36516775078069824,-0.10482705352086161,-0.011430584112512951
0.42,0.504,0.03940137394218404,-0.042274820596855334,-0.08945983455369635,-0.19455005706708067,0.18415283673870372,0.3540687791021293,-0.15550275606223324,-0.007936187053697873
0.43,0.516,0.038981758411934374,-0.05235930683394395,-0.15178392708123292,-0.10782544684938783,0.12274259071484118,0.32367214952435724,-0.01519156233699933,0.03972675652107844
0.44,0.528,0.03663808162690571,-0.03731692656600322,-0.1681301991430703,-0.23389573481923834,0.16525495272039703,0.3591997364343669,-0.027344217235849406,0.025448705255561147
0.45,0.54,0.03536369217491804,-0.04888908536486997,-0.08991093377693708,-0.1497072036173849,0.1635086498675227,0.3338016630314639,-0.08315491693389451,-0.02042646071291524
0.46,0.552,0.03554631315870828,-0.039479653280075105,-0.19448614564936317,-0.21669033579840408,0.12484046967678075,0.32568532961577473,0.030363466449932243,0.06448660913437575
0.47000000000000003,0.5640000000000001,0.03161190705075786,-0.03675829091868561,-0.16925252169605876,-0.23408563059453907,0.19747236691312034,0.3256513334615181,-0.07834152181042099,-0.024177656636724172
0.48,0.576,0.033576410674912696,-0.04153396382036702,-0.12954980892323503,-0.2226257877307305,0.10399195977992925,0.3925131949638656,-0.0775916256023977,-0.05603769342204919
0.49,0.588,0.030690656499893887,-0.027210718937303917,-0.17741983027518038,-0.27938906126572033,0.17230050490808355,0.24094262370120856,-0.1015821624516634,-0.00721245182003525
0.5,0.6,0.030062801048174423,-0.032572577798058805,-0.21165533292093414,-0.30152262809286984,0.13189099243074684,0.4222117008990609,-0.08141407180613014,-0.08893797773661319
0.51,0.612,0.03098838336162743,-0.023068412734680178,-0.11451621126633403,-0.28769351849017427,0.10067656593975513,0.2646480787301307,-0.20226642568157865,-0.0911323997886681
0.52,0.624,0.028098551803516426,-0.01833253635915176,-0.21040508528806479,-0.4123633370310629,0.13184490948087468,0.31929643036544814,-0.10749103056139306,-0.0701882708590546
0.53,0.636,0.03004670241346087,-0.017421895462589897,-0.15900627467358336,-0.31389929815941403,0.0696160129309403,0.33697970332593974,-0.21483646531731565,-0.07626973637098278
0.54,0.648,0.029321342622902702,-0.010858455184767789,-0.1709641921813081,-0.5336514160048323,0.05435453657461904,0.26243093511371446,-0.1831348072439814,-0.07244666184217775
0.55,0.66,0.028676492245900048,-0.011083577505712022,-0.1062575864317521,-0.40087098170587804,0.027969709386742623,0.3350325882080151,-0.29020949012878666,-0.04424809576120289
0.56,0.672,0.029896873489639243,-0.005987404463345292,-0.15293988790604476,-0.5840078594907585,-0.017305269812820476,0.28134153887475,-0.21744363003665612,0.018784788134522667
0.5700000000000001,0.684,0.03204546124422265,-0.009454070262373451,-0.13164380814294652,-0.6163071515145246,-0.1086497246204531,0.2973104121743549,-0.29720274738175007,-0.03225528550225995
0.58,0.696,0.0277719412921554,-0.00043429976380481884,0.02097176392304713,-0.5720425214051426,-0.12491162841953124,0.28133365751720124,-0.35334906537859323,0.023483560642231865
0.59,0.708,0.035471841045942296,-0.002959120571688834,-0.16389076138345265,-0.7580017122410159,-0.2682932653920463,0.2771255648745683,-0.21930681376415256,0.06545797384197835
0.6,0.72,0.030735743119002745,-0.005060724229492088,0.008306116601704959,-0.7053094629016066,-0.2958419845475668,0.2519237728923211,-0.4026901247979572,0.00014340308729113294
0.61,0.732,0.03310914053830692,0.005963237366117987,0.054380933388152634,-0.7835914860182247,-0.34414371375257025,0.2638339465745543,-0.2697986506673581,0.0870406149460164
0.62,0.744,0.03492992668423111,-0.004034031871504491,-0.06765170873751032,-0.8383281572671532,-0.3301003138846895,0.21943233730211972,-0.3692464243856729,0.07259104674975089
0.63,0.756,0.034013065078049444,0.00295291743856112,0.1032051808959944,-0.9408974051574946,-0.3580140364396342,0.25270284149807715,-0.29528194130699525,0.0715803131641624
0.64,0.768,0.03467026821239142,0.0023449203508798333,0.09356908745453169,-0.8664808249445671,-0.31517697900287817,0.17154805020672306,-0.33177810015784287,0.10671705504755095
0.65,0.78,0.03643800711723943,0.0012699104854309235,0.0887908017317751,-1.0822447553515198,-0.30449982906595485,0.23243573754315086,-0.39527457188625525,0.10321275427115795
0.66,0.792,0.037362920975606104,0.000997830471753225,0.1255565897101097,-0.9713263700734878,-0.31819751247046196,0.16964319734996908,-0.1784587225536371,0.11414568779448125
0.67,0.804,0.036326726473056535,0.001140197786874407,0.20710550419149615,-1.13536518456782,-0.2590546930658473,0.1383063342936651,-0.4525136539607877,0.11488453475310759
0.68,0.8160000000000001,0.04051254212607975,0.002573432155595507,0.1947996205174613,-1.0345941151917488,-0.25307960204310787,0.18767676282046897,-0.2372473826414832,0.13489755401494088
0.6900000000000001,0.8280000000000001,0.03949212578514753,-0.0026430408046790458,0.1410632850353297,-1.185920240402578,-0.24622450596773293,0.11009677352784479,-0.24257962042574646,0.10061945009144115
0.7000000000000001,0.8400000000000001,0.041560370588544934,0.0003517289297145151,0.352687823695223,-1.0817014206744273,-0.1767955349065989,0.09345541458229722,-0.37140320551685385,0.15802315914881665
0.71,0.852,0.04309865724964339,0.0016687990109129339,0.17768069290362337,-1.1076176882378288,-0.18092567681407346,0.12122312426224413,-0.19239181546228762,0.07543432990560148
0.72,0.864,0.04410851557052189,-0.006837266955499372,0.28770542618456746,-1.1441492957367867,-0.15354344325124178,0.0926858914217036,-0.2597340797340283,0.16316881581595302
0.73,0.876,0.04582409770145348,0.0013893413804180396,0.29594079504899395,-1.04762614884435,-0.09334987364284017,-0.008302468809510036,-0.26639417924581743,0.09435418680218584
0.74,0.888,0.04592332112992507,-0.0046466364811644355,0.33340285776494016,-1.0464669878743262,-0.09908093056686552,0.1290781478129786,-0.2110363749393447,0.12297364728085951
0.75,0.8999999999999999,0.048551881886630954,-0.005769806870314949,0.23801234532861096,-1.0626471103442388,-0.09161679053273224,-0.005564129993431713,-0.21160486834998316,0.12784325388046744
0.76,0.9119999999999999,0.04803390363317937,-0.005779063688936308,0.3920952068695668,-0.9302651126795018,0.012093993822462783,-0.008544504760554485,-0.21940587856589597,0.11163819110520451
0.77,0.9239999999999999,0.0487929882209421,-0.0065089019518428295,0.3372731763868866,-0.9735356983077578,-0.1068324883884959,0.03440196687573947,-0.1991674088687185,0.10841490673732677
0.78,0.9359999999999999,0.05069083401091775,-0.012411216414924753,0.2894024731825798,-0.8856383825857361,0.03547115753613492,0.010326858089311221,-0.18417775027363248,0.14416269890611835
0.79,0.948,0.04816330421001257,-0.012022637528401848,0.4175386169381444,-0.8317640612836347,-0.04243204719846771,-0.10408425360926599,-0.15723209303221408,0.07612775163307703
0.8,0.96,0.051585891949839854,-0.013068917151515097,0.3515006306473778,-0.8098321233122193,0.0038389379004941746,0.0392278718387654,-0.24814878830957487,0.15982554141595304
0.81,0.972,0.04804668634612808,-0.022885764968346343,0.3487444628261554,-0.7288087107987999,-0.004534767806245059,-0.04849030836745161,-0.04682713059636569,0.09093527085204554
0.8200000000000001,0.984,0.04989279874356084,-0.01961690485468321,0.41055500501293346,-0.6452324442931222,0.02229561688076079,-0.11992288602122639,-0.28672078776565624,0.1168667593116962
0.8300000000000001,0.996,0.049178920961077635,-0.02547133038125193,0.36310091334965094,-0.6546653418099995,0.002772368451071985,-0.004753501167473882,-0.07449304019773428,0.15856541601877483
0.84,1.008,0.046407218093211716,-0.03466182607470936,0.400786282642249,-0.4849877515677236,-0.025656888871316112,-0.054515501442664975,-0.1627612286688995,0.067953384401616
0.85,1.02,0.04858408044086633,-0.029970379652920445,0.3631951263689239,-0.4302612412272449,0.052407681040836686,-0.16909173296440067,-0.2022492659599286,0.17755955927319578
0.86,1.032,0.04512557623790919,-0.04029043257232251,0.3769318826102665,-0.4715945619209924,-0.08008981181268099,0.005570379550371873,-0.08755181888281682,0.10463958267340177
0.87,1.044,0.04446550627909887,-0.042695651814231995,0.42384684635399916,-0.15281145541446517,0.03870663883236722,-0.12100377274027302,-0.16696332094227284,0.13555951437243116
0.88,1.056,0.044044249657884685,-0.04250806887982424,0.2783188880480505,-0.3308609711788831,-0.03722552517594465,-0.1481955689481619,-0.19357656800488998,0.14938489529197277
0.89,1.068,0.041100528482809096,-0.04405495330574037,0.4360556371908082,-0.13229265652195418,0.01760370735104702,-0.04546934299329865,-0.07897132280084163,0.13378784219697343
0.9,1.08,0.0409307736210403,-0.051893032377655,0.33299022810995876,-0.08029583677369583,-0.010809946380151009,-0.15713996426277463,-0.21072470747124533,0.15246244712800605
0.91,1.092,0.03851451583443347,-0.03945798712569164,0.3124119408928806,-0.07358048454016586,0.017020607882518208,-0.12992209477432126,-0.1545266646059483,0.14433200619592854
0.92,1.104,0.03734078610196109,-0.04910539702038838,0.37499018311138516,-0.1004547754111797,0.03825494224771407,-0.12938881892335552,-0.14815242178090565,0.15976395464023058
0.93,1.116,0.036885174471640504,-0.04563824570876324,0.34385026369891203,0.0808626481487901,-0.0025314260538459206,-0.13687578156090735,-0.2237315356620979,0.15390033200334277
0.9400000000000001,1.1280000000000001,0.03337344052764588,-0.03643405665889257,0.28445003488382303,-0.11322184971727017,0.01619252496512606,-0.17751392992014806,-0.14405637742641106,0.1428955490371516
0.9500000000000001,1.1400000000000001,0.034616065172797195,-0.04668019409997245,0.40051818992290755,-0.04219301422676239,0.042090478594176084,-0.1375632667980786,-0.2965914866811912,0.17529308175444092
0.96,1.152,0.032800348459143217,-0.03326390338008982,0.28851639217682473,0.007855748380221947,-0.08150971680961647,-0.16276798629702527,-0.15098727003081241,0.1324321847279138
0.97,1.164,0.02931341268961206,-0.03323797694361021,0.36216918291362893,-0.21165987507539918,-0.017685643743213693,-0.1866116619926383,-0.3141151643481144,0.14715281245318154
0.98,1.176,0.032250815750180746,-0.02729026907523443,0.3133527624581558,-0.03835372628628289,-0.07821160894192526,-0.15559875536844597,-0.3486211384954224,0.13448179332308052
0.99,1.188,0.028896400209375853,-0.02245531181527991,0.30654455140738074,-0.18554972230046368,-0.09402282182942337,-0.17489264179743155,-0.20793639858896026,0.1160210711999852
1.0,1.2,0.028493514563600466,-0.017460552241400046,0.3484319667617072,-0.17291688461728794,-0.1036451006522809,-0.2011940019187314,-0.4925440707454569,0.08900967670223665
1.01,1.212,0.03118273718618594,-0.016766990429801273,0.257630201633085,-0.14616106416654792,-0.015701553127130743,-0.10437830401041744,-0.3414173904893128,0.09631833147842056
1.02,1.224,0.027137384075244724,-0.008379390539579378,0.3322822827757754,-0.29788663698567974,-0.12525223544119574,-0.23434455228136325,-0.4493731432267815,0.029214971809620908
1.03,1.236,0.031414928675163864,-0.012196250749770956,0.30416503998963157,-0.16495030890107848,0.02022919627362883,-0.05906933320513098,-0.531706899283868,0.016401795408848292
1.04,1.248,0.02817482172668031,-0.006528482387453745,0.28069577105658666,-0.34420071272454766,-0.03004945384540994,-0.17181978074491078,-0.5436430404721292,-0.041136132816942866
1.05,1.26,0.03230190538964656,-0.0042104970894126445,0.28581312873807235,-0.24658303732519032,0.019991623874788866,-0.06317627911136696,-0.609479355626072,-0.10507362859193856
1.06,1.2719999999999998,0.0305856503240828,-0.005078048782808287,0.31159497443780393,-0.33550485882852743,0.005607202996328997,-0.09612864621160623,-0.6363293165734698,-0.1862146389095875
1.07,1.2839999999999998,0.0313615527518279,-0.0018357728365088243,0.23035977081828538,-0.27654287602836447,0.05425163665708579,-0.01584629758882556,-0.7567969231193967,-0.26207668987565946
1.08,1.2959999999999998,0.035210201323320596,0.0006712993748986366,0.27479296903678024,-0.35727602127556835,0.046659054170818566,-0.050588780468694874,-0.6738958847096675,-0.31196777289534755
1.0899999999999999,1.3079999999999998,0.030830420439083454,-0.0033343003963073646,0.2588710440959407,-0.3203987674046651,0.054964137288415336,0.008732372161892616,-0.8837804066829518,-0.33977729326199035
1.1,1.3199999999999998,0.035622398098273805,0.005570009590717829,0.2076126971714945,-0.2852912984876283,0.0782252100538324,0.07545810854707133,-0.7823683151231411,-0.36054465845950645
1.1099999999999999,1.3319999999999999,0.034571097123546585,-0.0038598510338709474,0.24501919467601668,-0.40356138242341194,0.1035987862747881,-0.01558757026606921,-0.9838497890768849,-0.2924947665800724
1.1199999999999999,1.3439999999999999,0.035049566466755194,0.006262496430577839,0.1842112930785003,-0.27568841260409754,0.08360249522423001,0.17283856242095202,-0.9006817374910516,-0.38541368280440624
1.13,1.3559999999999999,0.03596796882143672,0.00028759142408825845,0.21070345736890833,-0.32353254882008,0.09791648752071913,0.0655615168932096,-1.0546624155424462,-0.25864544598618017
1.14,1.3679999999999999,0.03832439411150685,-0.001769677290571001,0.1660402266470279,-0.34553182955276657,0.158011244074556,0.16756524220883512,-1.0102608464213234,-0.3173133783411184
1.15,1.38,0.03677625105831631,0.006767266906921536,0.14724439819407104,-0.3006257850233677,0.06730706406347936,0.1857229588773102,-1.1524638982395945,-0.27345557815846927
1.16,1.392,0.04038596668128415,-0.003079331207378626,0.1638198750856191,-0.24992994567045745,0.16492580066601514,0.17803856587323857,-1.0061126934481,-0.2346148278349632
1.17,1.404,0.03998108000989691,-0.0016956795477079663,0.1143065973463721,-0.35666329664139806,0.08988381639956458,0.25342230957412787,-1.211804404822704,-0.21830868099869669
1.18,1.416,0.04274691670451906,0.004375581393850355,0.08834326571006944,-0.2117303755610364,0.1668942822635801,0.21623144170069022,-1.1149009376822034,-0.19790594629126473
1.19,1.428,0.04256900122621938,-0.0038074005157512974,0.11732181522780867,-0.29491698602791727,0.05524394272096009,0.27869603374069046,-1.0027159295104142,-0.15524432429480375
1.2,1.44,0.04465825255425606,-0.005392721180303848,0.06714636602269167,-0.2023250435510198,0.18425822701767247,0.28040071489172924,-1.273796810724866,-0.1242493124574997
1.21,1.452,0.04738497054056936,0.0040839097225743685,0.03291402452612225,-0.3182662145873879,0.08671360459431172,0.2757665157693226,-0.9235607925723063,-0.13065690097068217
1.22,1.464,0.04459246056983381,-0.008102933771170417,0.06402765286659523,-0.13479007240092472,0.11714889739077812,0.3173106125958612,-1.1032571781765759,-0.05757640208148222
1.23,1.476,0.0497936666061542,-0.00716701369048545,0.04122404609115855,-0.24832212183800764,0.12804216851909964,0.33546379694255996,-1.0201828727044924,-0.08913686053838456
1.24,1.488,0.04886081731954444,-0.0009615143879562402,-0.04392124928792462,-0.2677722983202319,0.12802283856338295,0.27905035732163086,-0.9458487978650357,-0.01860491458536611
1.25,1.5,0.04749096693174428,-0.012548596430500894,0.052423030774774775,-0.07423570214896787,0.0870316945568074,0.40874655913287417,-0.9308142482721947,-0.05462399850051121
1.26,1.512,0.051757341814486456,-0.01103188379189973,-0.028878955469363178,-0.2728172001688478,0.14385151686199257,0.3044287081888748,-0.8835614366570068,0.0009595701583652513
1.27,1.524,0.048748318944273984,-0.010869928798384054,-0.06472479642763908,-0.18977658316463697,0.10591853950127082,0.35966512411304263,-0.8507160009490445,-0.008536408400359225
1.28,1.536,0.04993848872021849,-0.01852871703428096,0.024101452559583257,-0.0745733706416245,0.12511076490053638,0.4237804716061123,-0.7288977064813463,-0.02440477668961583
1.29,1.548,0.04912396010720169,-0.01849583456077275,-0.10957013316067553,-0.27238140924294163,0.09452252952344782,0.3004389505527766,-0.7573960295049357,0.04685495248342147
1.3,1.56,0.05034416674074395,-0.026736316970731443,-0.012155480523513916,-0.10596750320035277,0.16012518175636223,0.4325916415651734,-0.6374486731940509,-0.02930237542023106
1.31,1.572,0.04683037230250421,-0.02272407376093178,-0.08513786707462971,-0.14605882717479085,0.08933384696775465,0.385834087804014,-0.549781607244729,0.009718667632703923
1.3199999999999998,1.5839999999999999,0.04850244860609948,-0.0360326437144754,-0.099054612870715,-0.19160921740913633,0.13510180470109034,0.33921042846441996,-0.5628688288363022,0.04083054719729135
1.33,1.5959999999999999,0.047023306043108615,-0.03538821371561688,-0.002148297128165527,-0.11912011390521074,0.12891361116561215,0.42262900019638117,-0.3482679690856819,-0.089822744969943
1.3399999999999999,1.6079999999999999,0.044707476753665445,-0.03633584402322304,-0.19687296313100844,-0.16504063604896008,0.1467342932891613,0.38881186605956003,-0.4321141551176641,0.08341275553220395
1.35,1.6199999999999999,0.04463613624560263,-0.04452487258370421,-0.01810964443255056,-0.13192253769898468,0.09699940430702234,0.3019196960239075,-0.2028962782765788,-0.07565244375507443
1.3599999999999999,1.632,0.04313906806643414,-0.0460096263181075,-0.11461971259317545,-0.19123602273046642,0.17975283242327986,0.4558947137250416,-0.24154186115890097,0.006819125564084785
1.37,1.644,0.0412043005472601,-0.040162082780084415,-0.1651442295870877,-0.08393871556798456,0.13259469653070657,0.2962162535474194,-0.14094909088783922,0.026318418936348474
1.38,1.656,0.03935057042781034,-0.053172767096072465,-0.06910494040410284,-0.23897135981843554,0.12790203580218065,0.36307355031448774,-0.08460708314716332,-0.036920488331826054
1.39,1.668,0.03974291043062333,-0.03922002134211365,-0.14722508891458794,-0.11604258712035298,0.17789182182453744,0.359088355739673,-0.06033692521619767,0.04899144220532543
1.4,1.68,0.035460903345037396,-0.05066717694312893,-0.15849862704685438,-0.1610700154579837,0.1431797152476654,0.32711876543086416,-0.04143522849277531,0.0072702836392117744
1.41,1.692,0.03713498368652769,-0.03845610621310094,-0.13953264502493273,-0.2666804649673235,0.15227842142784567,0.3389408130935747,-0.034623159696044056,0.032281913147602134
1.42,1.704,0.03276784274034904,-0.0434999019139893,-0.12975684573493368,-0.1185586726584673,0.14638717673911705,0.32112206916557445,0.00360155462348382,-0.006611078899037353
1.43,1.716,0.03523632732811453,-0.04032492235099684,-0.20268398296509532,-0.24283461492286162,0.18445905608714863,0.3718305958356769,-0.10245237387688895,0.01930874086649869
1.44,1.7279999999999998,0.030163034005390374,-0.03332267828112459,-0.1360087057203654,-0.32000429825713883,0.10733956854205562,0.2996734471607374,-0.02830941856150753,-0.0448897072373118
1.45,1.7399999999999998,0.03256918149009751,-0.034808385366770445,-0.1750880337999638,-0.13667155577786375,0.1737880289907517,0.33911145566608497,-0.12601940917896684,-0.052832540645117027
1.46,1.7519999999999998,0.030335433882536844,-0.02897800001129548,-0.1624598592902658,-0.4012897144820079,0.12085323819232915,0.3627931365645545,-0.10482824893232445,-0.05184463994524859
1.47,1.7639999999999998,0.0290902777493083,-0.02353652338398071,-0.2132018293791344,-0.26870007543803665,0.13063002643063099,0.28132410321171036,-0.15095053670013575,-0.09953076606810474
1.48,1.7759999999999998,0.030328739004322387,-0.01759776213830503,-0.10592447347890123,-0.384812474827169,0.0878511348661043,0.31657771841594323,-0.15385497228957148,-0.07531900350694704
1.49,1.7879999999999998,0.02874351983402902,-0.020604231848102,-0.2388876681043653,-0.3394802744630331,0.10447476645076288,0.3443371998063091,-0.18491652799384858,-0.07677625622813827
1.5,1.7999999999999998,0.02919382558703094,-0.005953541498540806,-0.10414929078505648,-0.5071931393325368,0.04775215779042576,0.2638643829780214,-0.20533140272108558,-0.07415457734260598
1.51,1.8119999999999998,0.029693451349379202,-0.015649762707884478,-0.1780028140539927,-0.4737797943016036,0.015473222033878003,0.30432605329930906,-0.27423748941349746,-0.016271777463123447
1.52,1.8239999999999998,0.029219766453219057,-0.0027944567302797983,-0.10167060851192698,-0.44882978276217833,-0.017645483889957396,0.33358172338855263,-0.2091357110179957,-0.03712781947725656
1.53,1.8359999999999999,0.03140443629456188,-0.011742999734593059,-0.10423694797326467,-0.7578904482144334,-0.07303925488095551,0.2561827665911993,-0.34603585235468004,0.0161675884388532
1.54,1.8479999999999999,0.029545515421507663,0.0017187299455326153,-0.10544703518258026,-0.5020078855518824,-0.1868064245997602,0.2922995997007878,-0.27686331383017476,0.022571728203974288
1.5499999999999998,1.8599999999999999,0.033920358822857655,-0.005227481074115743,-0.002213739469122518,-0.7431714537451841,-0.20573950451450412,0.27877989781669615,-0.2862042309302742,0.01798673337494247
1.56,1.8719999999999999,0.030682698194741374,-0.0025672748254458788,-0.08581763102395566,-0.7376570643396764,-0.3496972986608703,0.26875925285793534,-0.3713471162389341,0.055025212038963475
1.5699999999999998,1.884,0.034836229375453096,0.002942808985874825,0.035653701533099186,-0.8012111859337916,-0.28306412000218095,0.22263927791750832,-0.2762067008126136,0.06446643400598366
1.58,1.896,0.032959299250812854,-0.0006557809314361838,0.010739034321450118,-0.7849277977656562,-0.4117640377899466,0.26157229277711724,-0.35760317741537084,0.06413939293775707
1.5899999999999999,1.908,0.03454163200372254,0.0005122243454238166,0.054183824164103896,-0.9537870079155365,-0.27529852899782375,0.2284480041746228,-0.31968499110904086,0.07692786321091868
